1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofStyle,SaleCondition,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YrSold,Num_Bathrooms,ExtStructSF,HouseSF,YearRemodAgg
864,0,0,None,2,1Fam,4,3,167.0,0.0,5,6,1.0,0.0,4,697.0,Y,Norm,4,0,4,3,WdShing,Plywood,4,3,0,CBlock,1,6,572.0,2.0,5,3,5,Detchd,1957.0,864,0,4,1Story,1,3,Lvl,0,8172,Inside,60.0,3,0,20,RL,0.0,None,None,0,4,Edwards,0,6,4,0,0,3,Hip,Normal,0,5,864.0,0,2006,2.0,0,2300.0,1972.5
1052,0,0,None,3,1Fam,4,0,1016.0,0.0,1,6,1.0,0.0,4,36.0,Y,Feedr,4,0,4,3,HdBoard,HdBoard,1,3,0,CBlock,1,6,288.0,1.0,5,2,5,Attchd,1968.0,1052,1,2,1Story,1,3,Lvl,0,8400,Inside,70.0,3,0,20,RL,168.0,BrkFace,None,0,11,NAmes,0,4,4,2,0,3,Hip,Normal,0,5,1052.0,356,2006,2.5,356,2392.0,1968.0
1128,0,0,None,3,1Fam,4,2,776.0,0.0,0,6,1.0,0.0,4,344.0,Y,Norm,4,123,2,3,MetalSd,MetalSd,2,3,0,CBlock,2,6,525.0,2.0,5,2,5,Attchd,1963.0,1128,0,2,1Story,1,3,Lvl,0,8700,Inside,80.0,3,0,20,RL,148.0,BrkFace,None,0,12,NAmes,20,5,4,2,0,3,Hip,Normal,0,6,1120.0,192,2008,3.0,335,2773.0,1963.0
1072,0,0,None,2,TwnhsE,4,1,547.0,0.0,2,6,1.0,0.0,2,0.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,3,0,PConc,2,6,525.0,2.0,5,0,5,Basment,2005.0,1072,0,2,SFoyer,1,3,Lvl,0,3675,Inside,35.0,3,0,180,RM,82.0,BrkFace,None,0,6,Edwards,44,4,5,2,0,3,Gable,Partial,0,5,547.0,0,2006,3.0,44,2144.0,2005.5
1246,0,0,None,3,1Fam,4,3,340.0,906.0,3,5,1.0,0.0,4,0.0,Y,Norm,4,0,4,3,BrkFace,BrkFace,0,3,0,CBlock,1,6,305.0,1.0,5,2,5,Attchd,1959.0,1246,1,0,1Story,1,2,Lvl,0,7500,Inside,75.0,3,0,20,RL,0.0,None,None,0,5,NAmes,0,6,4,2,0,3,Hip,Normal,0,6,1246.0,218,2010,2.5,218,2797.0,1976.5
1005,978,0,None,3,1Fam,4,3,694.0,0.0,2,6,0.0,0.0,2,284.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,490.0,2.0,5,0,5,Attchd,1999.0,1983,1,0,2Story,1,2,Lvl,0,10762,CulDSac,68.0,0,0,60,RL,344.0,None,None,0,5,Gilbert,0,4,6,2,0,3,Gable,Normal,0,9,978.0,0,2009,2.5,0,3451.0,1999.0
753,741,0,None,3,1Fam,4,3,547.0,0.0,1,6,0.0,0.0,4,224.0,Y,Norm,4,0,4,3,Wd Sdng,Wd Sdng,4,2,2,CBlock,1,6,213.0,1.0,5,3,5,Attchd,1942.0,1494,0,1,2Story,1,2,Bnk,0,7500,Inside,68.0,0,0,70,RL,0.0,None,None,0,11,Crawfor,0,6,5,1,0,3,Gable,Normal,224,7,771.0,0,2009,1.0,224,2478.0,1946.0
1203,1323,0,None,4,1Fam,4,3,740.0,0.0,2,6,1.0,0.0,2,425.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,844.0,3.0,5,2,5,Attchd,1994.0,2526,1,0,2Story,1,2,Lvl,0,10120,Inside,92.0,3,0,60,RL,391.0,BrkFace,None,0,12,NoRidge,78,4,7,2,0,3,Hip,Normal,0,8,1165.0,309,2006,3.5,387,4535.0,1994.0
1616,0,0,None,3,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,2,1616.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,834.0,3.0,5,2,5,Attchd,2005.0,1616,0,0,1Story,1,2,Lvl,0,8688,Inside,73.0,3,0,20,RL,228.0,BrkFace,None,0,4,Somerst,59,4,6,2,0,3,Gable,Normal,0,7,1616.0,208,2006,2.0,267,4066.0,2005.0
976,732,0,None,3,TwnhsE,4,3,0.0,0.0,6,6,0.0,0.0,2,976.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,0,380.0,2.0,5,3,5,Detchd,2004.0,1708,0,0,2Story,1,2,Lvl,0,3363,Inside,32.0,3,0,160,RM,117.0,Stone,None,0,4,Edwards,40,4,6,2,0,3,Gable,Normal,0,7,976.0,0,2006,2.0,40,3064.0,2004.0
1652,0,0,None,2,1Fam,4,3,1572.0,0.0,2,6,1.0,0.0,0,80.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,0,2,PConc,2,6,840.0,2.0,5,0,5,Attchd,2006.0,1652,0,0,1Story,1,0,Lvl,0,13173,Corner,108.0,0,0,20,RL,300.0,Stone,None,0,11,NridgHt,102,4,8,2,0,3,Hip,Normal,0,6,1652.0,404,2009,3.0,506,4144.0,2006.5
1368,0,0,None,2,TwnhsE,4,3,0.0,0.0,6,6,0.0,0.0,2,1368.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,474.0,2.0,5,2,5,Attchd,2005.0,1368,0,0,1Story,1,2,Lvl,0,6955,Inside,48.0,0,0,120,RL,94.0,Stone,None,0,9,NridgHt,35,4,6,2,0,3,Gable,Partial,0,6,1368.0,132,2006,2.0,167,3210.0,2005.5
990,0,0,None,3,1Fam,1,3,746.0,0.0,0,6,1.0,0.0,2,244.0,Y,Norm,4,0,2,3,VinylSd,VinylSd,4,3,0,PConc,1,6,480.0,2.0,5,3,5,Detchd,2000.0,990,0,0,1Story,1,3,Lvl,0,8072,Inside,60.0,3,0,20,RL,0.0,None,None,0,5,CollgCr,64,4,4,2,0,3,Gable,Normal,0,5,990.0,0,2009,2.0,64,2460.0,1994.5
1122,0,0,None,2,1Fam,4,3,144.0,608.0,2,0,1.0,0.0,4,172.0,Y,Norm,4,0,4,3,MetalSd,MetalSd,1,3,0,CBlock,1,6,528.0,2.0,5,3,5,Attchd,1948.0,1122,0,0,1Story,1,2,Lvl,0,12000,Inside,100.0,3,0,20,RM,0.0,None,None,0,5,OldTown,36,6,4,2,0,3,Gable,Normal,0,6,924.0,0,2008,2.0,36,2574.0,1976.5
1294,0,0,None,3,1Fam,4,3,1200.0,0.0,2,6,1.0,0.0,2,78.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,1,3,0,CBlock,2,6,496.0,2.0,5,2,5,Attchd,1991.0,1294,0,2,1Story,1,2,Lvl,0,7153,Inside,68.0,3,0,20,RL,88.0,BrkFace,None,0,6,SawyerW,51,4,5,2,0,3,Gable,Normal,0,6,1278.0,112,2008,3.0,163,3068.0,1991.0
1902,0,0,None,3,1Fam,4,0,1406.0,0.0,2,6,1.0,0.0,2,496.0,Y,PosA,4,162,2,2,BrkFace,HdBoard,4,5,2,PConc,2,6,567.0,2.0,5,0,5,Attchd,1959.0,1902,0,4,1Story,1,0,Lvl,0,17500,Inside,100.0,3,0,20,RL,0.0,None,None,0,5,Crawfor,207,7,6,2,0,3,Gable,Normal,0,7,1902.0,0,2010,3.0,369,4371.0,1980.5
1274,0,0,None,3,1Fam,4,3,925.0,0.0,2,6,1.0,0.0,2,349.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,508.0,2.0,5,2,5,Attchd,2005.0,1274,0,0,1Story,1,2,Lvl,0,8814,Inside,68.0,3,0,20,RL,80.0,BrkFace,None,0,1,CollgCr,98,4,6,2,0,3,Gable,Partial,0,6,1274.0,264,2007,3.0,362,3056.0,2006.0
1453,1357,0,None,4,1Fam,4,3,482.0,0.0,2,6,0.0,0.0,0,971.0,Y,Norm,4,0,4,2,Wd Sdng,Wd Sdng,4,0,1,PConc,2,6,750.0,2.0,2,2,2,Attchd,1990.0,2810,1,0,2Story,1,2,Lvl,0,9572,Inside,68.0,0,0,60,RL,336.0,BrkFace,None,0,6,NoRidge,0,4,7,2,0,3,Gable,Normal,0,9,1453.0,500,2007,2.5,500,5013.0,1990.0
1422,1177,0,None,4,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1393.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,779.0,3.0,5,0,5,BuiltIn,1999.0,2599,1,0,2Story,1,2,Lvl,0,14774,Corner,108.0,0,0,60,RL,165.0,BrkFace,None,0,5,NoRidge,30,4,8,2,0,3,Gable,Normal,0,10,1393.0,668,2010,2.5,698,4771.0,1999.0
948,0,0,None,3,1Fam,4,3,732.0,0.0,5,6,1.0,0.0,4,216.0,Y,Norm,4,0,4,3,Wd Sdng,Wd Sdng,4,5,1,CBlock,1,6,280.0,1.0,5,3,5,Detchd,1956.0,948,0,0,1Story,1,3,Lvl,0,8190,Inside,60.0,3,0,20,RL,0.0,None,None,0,10,Edwards,36,5,3,2,0,3,Hip,Normal,0,5,948.0,0,2007,2.0,36,2176.0,1954.0
1092,1020,0,None,4,1Fam,4,2,500.0,276.0,0,3,0.0,0.0,1,176.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,4,2,2,CBlock,2,6,576.0,2.0,5,3,5,Attchd,1969.0,2112,1,4,2Story,1,3,Lvl,0,11075,Inside,85.0,3,0,60,RL,0.0,None,None,0,6,NAmes,0,4,5,2,0,3,Gable,Normal,0,9,952.0,280,2008,2.5,280,3640.0,1969.0
1630,0,0,None,3,1Fam,4,1,0.0,0.0,6,6,1.0,0.0,0,1622.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,860.0,3.0,5,2,5,Attchd,2008.0,1630,0,0,1Story,1,0,Lvl,0,10226,Inside,61.0,0,0,20,RL,270.0,Stone,None,0,1,CollgCr,42,4,7,2,0,3,Gable,Normal,0,8,1622.0,172,2009,3.0,214,4112.0,2008.0
1352,0,0,Pave,2,TwnhsE,1,3,0.0,0.0,6,6,0.0,0.0,0,1352.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,466.0,2.0,5,2,5,Attchd,2006.0,1352,0,0,1Story,1,2,Lvl,0,4230,Corner,47.0,3,0,120,FV,0.0,None,None,0,4,Somerst,241,4,6,2,0,3,Gable,Partial,0,5,1352.0,0,2007,2.0,241,3170.0,2006.5
1787,0,0,None,3,1Fam,4,1,0.0,0.0,6,6,0.0,0.0,2,1753.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,748.0,3.0,5,2,5,Attchd,2001.0,1787,0,0,1Story,1,2,Lvl,0,14781,CulDSac,68.0,1,0,20,RL,178.0,BrkFace,None,0,8,CollgCr,150,4,7,2,0,3,Hip,Normal,0,7,1753.0,198,2006,2.0,348,4288.0,2001.5
948,0,0,None,3,1Fam,4,3,492.0,0.0,0,6,0.0,0.0,4,372.0,Y,Norm,4,0,4,3,Wd Sdng,Wd Sdng,4,3,0,PConc,1,6,248.0,1.0,5,3,5,Attchd,1954.0,948,0,0,1Story,1,3,Bnk,0,10215,Inside,75.0,3,0,20,RL,132.0,BrkFace,None,0,2,Edwards,0,4,3,2,0,3,Hip,Normal,0,5,864.0,0,2007,1.0,0,2060.0,1954.0
1478,0,0,None,3,1Fam,4,3,189.0,661.0,0,5,1.0,0.0,4,628.0,Y,Norm,4,0,4,3,BrkFace,BrkFace,4,2,2,CBlock,1,6,442.0,2.0,5,2,5,Attchd,1957.0,1478,1,2,1Story,1,3,Lvl,0,8400,Inside,70.0,3,0,20,RL,0.0,None,None,0,6,NAmes,0,2,5,2,0,3,Hip,Normal,216,6,1478.0,114,2009,2.5,330,3398.0,1957.0
720,0,0,None,2,1Fam,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,N,Feedr,4,0,4,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,287.0,1.0,1,3,5,Detchd,1955.0,720,0,4,1Story,1,3,Lvl,0,6627,Corner,68.0,0,0,20,RL,0.0,None,None,0,7,BrkSide,0,5,2,2,0,3,Hip,Normal,0,4,0.0,0,2008,1.0,0,1007.0,1949.5
1061,862,0,None,3,1Fam,4,3,674.0,0.0,2,6,1.0,0.0,2,76.0,Y,Norm,4,0,4,2,HdBoard,HdBoard,4,5,1,PConc,2,6,564.0,2.0,5,2,5,Attchd,1992.0,1923,1,0,2Story,1,2,Lvl,0,10186,Inside,107.0,0,0,60,RL,0.0,None,None,0,6,NoRidge,39,4,6,2,0,3,Gable,Normal,0,8,750.0,240,2010,3.5,279,3237.0,1992.0
708,0,0,None,2,1Fam,4,3,280.0,0.0,3,6,0.0,0.0,4,140.0,Y,Norm,4,0,4,1,VinylSd,VinylSd,4,3,0,CBlock,1,6,0.0,0.0,3,1,3,None,0.0,708,0,2,1Story,1,1,HLS,0,5330,Inside,50.0,3,0,30,RL,0.0,None,None,0,12,BrkSide,0,6,3,2,0,3,Hip,Normal,0,5,420.0,164,2009,1.0,164,1128.0,1945.0
1795,0,0,None,2,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,0,1795.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,895.0,3.0,5,2,5,Attchd,2007.0,1795,0,0,1Story,1,2,Lvl,0,9986,Inside,75.0,3,0,20,RL,428.0,BrkFace,None,0,2,Somerst,49,4,7,2,0,3,Gable,Partial,0,7,1795.0,0,2007,2.0,49,4485.0,2006.5
796,0,0,None,2,1Fam,0,3,0.0,0.0,6,6,0.0,0.0,4,796.0,N,Norm,4,100,4,3,AsbShng,AsbShng,2,3,0,BrkTil,1,6,0.0,0.0,3,1,3,None,0.0,796,0,1,1Story,1,3,Lvl,0,3636,Inside,40.0,3,0,30,RM,0.0,None,None,0,1,IDOTRR,0,3,3,0,0,3,Gable,Normal,0,5,796.0,0,2008,1.0,100,1592.0,1936.0
774,0,0,None,3,1Fam,4,3,544.0,0.0,5,6,0.0,0.0,4,0.0,Y,Norm,4,286,4,3,MetalSd,MetalSd,4,3,0,BrkTil,1,6,0.0,0.0,3,1,3,None,0.0,774,0,0,1Story,1,2,Bnk,1,4270,Inside,70.0,3,0,30,RH,0.0,None,None,0,5,Edwards,0,5,2,2,0,3,Gable,Normal,0,6,544.0,0,2007,1.0,286,1318.0,1968.5
816,0,0,None,3,1Fam,4,3,641.0,0.0,0,6,0.0,1.0,4,175.0,Y,Norm,4,0,2,2,VinylSd,VinylSd,2,0,1,CBlock,1,6,264.0,1.0,5,3,5,Attchd,1982.0,816,0,0,1Story,1,2,Lvl,0,6600,Inside,60.0,3,0,20,RL,0.0,None,None,0,10,Mitchel,0,8,4,2,0,3,Gable,Normal,0,5,816.0,0,2008,1.5,0,1896.0,1995.0
1584,1208,0,Grvl,5,1Fam,4,3,493.0,0.0,3,6,0.0,0.0,2,1017.0,Y,Norm,4,0,2,2,BrkFace,Wd Sdng,2,5,2,BrkTil,2,4,520.0,2.0,5,3,1,Detchd,1920.0,2792,0,0,1.5Fin,1,3,Lvl,0,10440,Corner,60.0,3,0,50,RM,0.0,None,Shed,1150,6,OldTown,547,6,5,2,0,3,Gable,Normal,480,8,1510.0,0,2008,2.0,1027,4822.0,1935.0
955,677,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,935.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,5,1,PConc,2,6,462.0,2.0,5,0,5,Attchd,1998.0,1632,1,2,2Story,1,3,Lvl,0,9084,Inside,63.0,0,0,60,RL,0.0,None,None,0,6,Gilbert,28,4,6,2,0,3,Hip,Normal,0,8,935.0,0,2006,2.5,28,3029.0,1998.0
1588,0,0,None,3,1Fam,1,0,0.0,0.0,6,6,0.0,0.0,2,1588.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,825.0,3.0,5,2,5,Attchd,2006.0,1588,0,0,1Story,1,2,Lvl,0,10000,Inside,85.0,3,0,20,RL,410.0,Stone,None,0,12,Somerst,45,4,7,2,0,3,Hip,Normal,0,7,1588.0,144,2007,2.0,189,4001.0,2006.0
954,0,0,None,3,1Fam,4,0,483.0,0.0,0,6,0.0,0.0,4,428.0,Y,Norm,4,0,4,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,576.0,2.0,5,3,5,Detchd,1976.0,954,0,2,SLvl,1,3,Lvl,0,10780,Inside,55.0,0,0,80,RL,0.0,None,None,0,7,CollgCr,0,4,4,2,0,3,Gable,Normal,0,6,911.0,0,2006,1.0,0,2441.0,1976.0
816,0,0,None,2,1Fam,4,2,690.0,0.0,0,6,1.0,0.0,4,126.0,Y,Norm,4,0,4,3,MetalSd,MetalSd,4,2,1,CBlock,1,6,288.0,1.0,1,3,1,Detchd,1958.0,816,0,0,1Story,1,3,Lvl,1,8877,Inside,67.0,3,0,20,RL,0.0,None,None,0,5,Edwards,0,5,3,2,0,3,Gable,Normal,0,3,816.0,0,2009,2.0,0,1920.0,1948.0
803,557,0,None,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,803.0,Y,Norm,4,190,4,3,Wd Sdng,Wd Sdng,2,3,0,CBlock,1,6,297.0,1.0,5,3,5,Detchd,1951.0,1360,1,0,1.5Fin,1,2,Lvl,0,7200,Corner,60.0,3,0,50,RM,0.0,None,None,0,7,IDOTRR,65,5,4,2,0,3,Gable,Normal,0,6,803.0,0,2006,1.5,255,2460.0,1966.5
765,600,0,None,3,TwnhsE,4,3,765.0,0.0,3,6,0.0,0.0,4,0.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,4,3,0,CBlock,1,2,440.0,2.0,5,3,5,Attchd,1970.0,1365,1,4,2Story,1,3,Lvl,0,2368,Inside,24.0,3,0,160,RM,312.0,None,None,0,5,BrDale,36,5,4,2,0,3,Gable,Normal,0,7,765.0,0,2009,1.5,36,2570.0,1970.0
1334,0,0,None,2,1Fam,4,3,686.0,0.0,0,6,0.0,1.0,2,664.0,Y,Norm,4,0,4,3,Plywood,Plywood,4,5,1,CBlock,2,6,630.0,2.0,5,2,5,Attchd,1977.0,1334,0,4,1Story,1,3,Lvl,0,9650,Inside,80.0,3,0,20,RL,360.0,BrkFace,None,0,4,NWAmes,16,4,5,2,0,3,Gable,Normal,0,6,1350.0,0,2009,2.5,16,3314.0,1977.0
1656,0,0,None,4,Duplex,4,3,0.0,0.0,6,6,0.0,0.0,4,1656.0,Y,Feedr,4,0,4,3,Plywood,Plywood,4,3,0,CBlock,2,6,506.0,2.0,5,3,5,Detchd,1973.0,1656,0,4,1Story,2,3,Lvl,0,9246,Inside,87.0,0,0,90,RL,564.0,BrkFace,None,0,11,NWAmes,211,4,4,2,0,3,Gable,Normal,0,8,1656.0,0,2008,2.0,211,3818.0,1973.0
693,0,0,Grvl,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,693.0,N,Feedr,0,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,0.0,0.0,3,1,3,None,0.0,693,0,1,1Story,1,1,Bnk,1,4118,Corner,153.0,0,0,30,RM,0.0,None,None,0,3,OldTown,20,3,3,0,0,3,Gable,Normal,0,4,693.0,0,2006,1.0,20,1386.0,1945.5
920,941,0,None,3,1Fam,4,3,700.0,0.0,2,6,1.0,0.0,2,216.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,492.0,2.0,5,2,5,BuiltIn,2002.0,1861,1,0,2Story,1,2,Lvl,0,13450,Corner,95.0,0,0,60,RL,0.0,None,None,0,6,CollgCr,91,4,6,2,0,3,Gable,Normal,0,8,916.0,146,2006,3.5,237,3269.0,2002.0
864,0,0,None,3,1Fam,4,2,360.0,0.0,5,6,0.0,0.0,4,504.0,Y,Norm,4,0,2,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,288.0,1.0,5,2,5,Attchd,1972.0,864,0,0,1Story,1,3,Lvl,0,9560,Corner,120.0,0,0,20,RL,0.0,None,None,0,6,CollgCr,0,6,4,2,0,3,Hip,Normal,0,5,864.0,0,2006,1.0,0,2016.0,1972.0
872,0,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,858.0,Y,Norm,4,0,4,3,MetalSd,MetalSd,1,3,0,CBlock,1,6,480.0,4.0,5,3,5,Detchd,1974.0,872,0,4,1Story,1,3,Lvl,0,8294,Inside,70.0,3,0,20,RL,0.0,None,None,0,6,NAmes,0,4,3,2,0,3,Gable,Normal,0,5,858.0,0,2007,1.0,0,2210.0,1971.0
1114,0,0,None,3,1Fam,4,3,814.0,0.0,2,6,1.0,0.0,2,300.0,Y,RRAe,4,0,4,3,VinylSd,VinylSd,4,3,0,PConc,1,6,576.0,2.0,5,3,5,Detchd,2004.0,1114,0,0,1Story,1,2,Lvl,0,13695,Inside,66.0,3,0,20,RL,0.0,None,None,0,7,SawyerW,78,4,5,2,0,3,Gable,Normal,0,6,1114.0,0,2008,2.0,78,2804.0,2003.5
1284,885,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1284.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,647.0,2.0,5,2,5,Attchd,2002.0,2169,1,0,2Story,1,2,Lvl,0,9375,Inside,68.0,3,0,60,RL,149.0,BrkFace,None,0,8,CollgCr,87,4,7,2,0,3,Gable,Normal,0,7,1284.0,192,2007,2.5,279,4100.0,2002.0
1172,741,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,896.0,Y,Norm,4,0,4,3,BrkFace,Stone,4,5,1,BrkTil,1,6,342.0,2.0,1,3,1,Detchd,1929.0,1913,1,2,1.5Fin,1,3,Bnk,0,7558,Inside,57.0,3,0,50,RL,0.0,None,None,0,3,Crawfor,0,5,5,2,0,3,Gable,Normal,0,9,896.0,0,2009,1.5,0,3151.0,1939.0
728,728,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,728.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,440.0,2.0,5,0,5,Attchd,2006.0,1456,1,0,2Story,1,2,Lvl,0,11103,Corner,85.0,0,0,60,RL,0.0,None,None,0,7,CollgCr,0,4,6,2,0,3,Gable,Partial,0,8,728.0,0,2007,2.5,0,2624.0,2006.0
960,0,0,None,2,1Fam,4,3,250.0,0.0,0,6,0.0,0.0,4,710.0,Y,Norm,0,168,4,3,MetalSd,MetalSd,4,3,0,PConc,1,6,308.0,1.0,5,3,5,Detchd,1997.0,960,0,2,1Story,1,1,Lvl,0,6000,Inside,50.0,3,0,30,RM,0.0,None,None,0,7,OldTown,0,3,3,2,0,3,Hip,Normal,0,5,960.0,0,2007,1.0,168,2228.0,1935.0
2156,0,290,None,3,1Fam,4,3,297.0,68.0,1,5,0.0,0.0,4,1203.0,Y,PosN,4,0,4,3,BrkFace,HdBoard,4,2,1,CBlock,2,6,508.0,2.0,5,2,2,Attchd,1968.0,2156,0,4,1Story,1,3,Lvl,0,20781,CulDSac,68.0,1,0,20,RL,0.0,None,None,0,6,NWAmes,80,6,6,2,0,3,Hip,Normal,0,9,1568.0,0,2006,2.0,370,4232.0,1985.5
1776,0,0,None,3,1Fam,4,1,80.0,0.0,2,6,1.0,0.0,0,1652.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,712.0,3.0,5,0,5,Attchd,2006.0,1776,0,0,1Story,1,2,HLS,0,15306,Corner,93.0,0,0,20,RL,100.0,Stone,None,0,5,Timber,0,4,7,2,0,3,Gable,Partial,0,7,1732.0,0,2007,3.0,0,4220.0,2006.5
1494,0,0,None,3,1Fam,4,1,1443.0,0.0,2,6,1.0,0.0,2,39.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,1,1,PConc,2,6,514.0,2.0,5,2,5,Attchd,1998.0,1494,0,0,1Story,1,2,Low,0,16196,Inside,68.0,2,0,20,RL,0.0,None,None,0,8,SawyerW,25,4,6,2,0,3,Gable,Normal,0,5,1482.0,402,2007,3.0,427,3490.0,1998.0
938,1215,0,Pave,4,1Fam,0,3,259.0,0.0,3,6,0.0,0.0,4,425.0,N,Norm,4,20,2,3,MetalSd,MetalSd,4,3,0,BrkTil,2,6,0.0,0.0,3,1,3,None,0.0,2358,0,1,2Story,1,3,Lvl,0,5250,Inside,50.0,3,205,70,RM,0.0,None,None,0,12,OldTown,54,4,7,2,0,3,Gable,Normal,0,8,684.0,0,2008,2.0,74,3042.0,1929.5
1338,1296,0,None,6,Duplex,4,3,500.0,0.0,3,6,1.0,1.0,4,748.0,Y,Artery,4,0,4,3,MetalSd,MetalSd,4,3,0,CBlock,2,6,968.0,4.0,5,3,5,Detchd,1969.0,2634,2,4,2Story,2,3,Lvl,0,11643,Inside,91.0,3,0,90,RL,368.0,BrkFace,None,0,8,NAmes,0,4,4,2,0,3,Gable,Normal,0,12,1248.0,0,2009,4.5,0,4850.0,1969.0
858,858,0,None,4,1Fam,4,3,319.0,0.0,5,6,0.0,0.0,4,539.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,4,2,1,CBlock,1,6,490.0,2.0,5,0,5,Attchd,1962.0,1716,1,0,2Story,1,3,Lvl,0,9247,Inside,70.0,0,0,60,RL,318.0,BrkFace,None,0,3,NAmes,84,5,5,2,0,3,Gable,Normal,120,8,858.0,0,2008,1.5,204,3064.0,1962.0
786,390,0,None,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,698.0,Y,Norm,4,0,4,2,MetalSd,MetalSd,4,3,0,BrkTil,1,6,624.0,2.0,5,3,5,Detchd,1999.0,1176,0,4,1.5Fin,1,3,Lvl,0,6000,Inside,50.0,3,0,50,RM,0.0,None,None,0,7,BrkSide,0,8,5,0,0,3,Gable,Normal,0,4,698.0,210,2009,1.0,210,2498.0,1968.5
2053,1185,0,None,4,1Fam,4,0,816.0,0.0,2,6,1.0,0.0,2,1217.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,0,1,PConc,2,6,666.0,3.0,5,0,5,Attchd,1996.0,3238,1,0,1.5Fin,1,2,Lvl,0,14720,CulDSac,56.0,0,0,50,RL,579.0,BrkFace,None,0,3,NoRidge,86,4,7,2,0,3,Hip,Normal,0,9,2033.0,283,2010,3.5,369,5937.0,1995.5
992,873,0,None,3,1Fam,4,3,735.0,0.0,2,6,1.0,0.0,2,257.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,839.0,3.0,5,2,5,Attchd,2000.0,1865,1,0,2Story,1,2,Lvl,0,10316,Inside,68.0,0,0,60,RL,0.0,None,None,0,6,CollgCr,184,4,6,2,0,3,Gable,Normal,0,7,992.0,0,2008,3.5,184,3696.0,2000.0
