1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,Electrical,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YrSold,Num_Bathrooms,ExtStructSF,HouseSF,YearRemodAgg,Alley_Grvl,Alley_None,Alley_Pave,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,CentralAir_N,CentralAir_Y,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
779,640,0,3,4,3,353.0,0.0,2,6,1.0,0.0,2,55.0,4,0,4,2,4,5,1,2,6,527.0,2.0,5,0,5,2002.0,1419,1,0,1,2,0,7750,68.0,3,0,80,0.0,0,3,0,4,7,2,0,3,0,7,408.0,120,2009,3.5,120,2354.0,2002.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
894,0,0,3,4,3,702.0,0.0,1,6,1.0,0.0,4,192.0,4,0,4,3,4,3,0,1,6,450.0,2.0,5,2,5,1967.0,894,0,0,1,2,0,9764,57.0,0,0,20,0.0,0,5,0,6,4,2,0,3,0,5,894.0,0,2008,2.0,0,2238.0,1985.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1021,580,0,3,4,3,0.0,0.0,6,6,0.0,1.0,4,533.0,4,0,2,3,4,3,0,1,3,300.0,1.0,5,2,5,1958.0,1601,0,4,1,3,0,13825,85.0,3,0,80,0.0,0,12,34,5,4,2,0,3,0,6,533.0,280,2008,1.5,314,2434.0,1972.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1040,0,0,3,4,3,369.0,0.0,3,6,0.0,0.0,4,671.0,0,252,4,3,1,3,0,1,6,286.0,1.0,5,2,5,1959.0,1040,0,4,1,3,0,7560,70.0,3,0,20,0.0,0,7,0,4,4,2,0,3,0,6,1040.0,140,2006,1.0,392,2366.0,1959.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1012,0,0,2,4,3,0.0,0.0,6,6,0.0,0.0,4,1012.0,0,112,4,3,2,2,1,1,6,308.0,1.0,5,3,5,1920.0,1012,0,4,1,3,1,8263,59.0,3,0,30,0.0,0,5,22,4,5,2,0,3,0,6,1012.0,0,2007,1.0,134,2332.0,1935.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1552,0,0,3,4,0,24.0,0.0,2,6,0.0,0.0,2,1528.0,4,0,4,2,4,3,0,2,6,782.0,3.0,5,2,5,2005.0,1552,0,0,1,2,0,10084,84.0,3,0,20,196.0,0,7,20,4,6,2,0,3,0,7,1552.0,144,2006,2.0,164,3886.0,2005.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
960,0,0,3,4,3,0.0,0.0,6,6,0.0,0.0,4,672.0,0,0,4,3,2,3,0,1,6,288.0,1.0,5,3,5,1956.0,960,0,0,1,3,0,8926,68.0,0,0,20,0.0,0,10,0,2,3,2,0,3,160,5,672.0,64,2009,1.0,224,1920.0,1956.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
698,0,0,2,4,3,0.0,0.0,6,6,0.0,1.0,4,698.0,4,0,0,3,4,3,0,1,6,0.0,0.0,3,1,3,0.0,698,0,0,1,3,0,9405,50.0,3,0,20,0.0,0,6,200,8,4,2,0,3,0,4,698.0,0,2009,1.5,200,1396.0,1977.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
812,670,0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,384.0,4,0,4,3,4,5,1,2,6,392.0,2.0,5,0,5,1992.0,1482,1,2,1,2,0,9125,68.0,0,0,80,170.0,0,7,25,4,6,2,0,3,0,7,384.0,100,2007,2.5,125,2258.0,1992.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1005,0,0,2,4,3,0.0,0.0,6,6,0.0,0.0,4,1005.0,4,0,4,3,4,5,1,1,6,672.0,2.0,1,3,1,1977.0,1005,0,4,1,1,0,10434,60.0,3,0,20,0.0,0,11,0,4,3,2,0,3,0,5,1005.0,0,2009,1.0,0,2682.0,1955.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1555,0,0,2,4,3,0.0,0.0,6,6,0.0,0.0,2,1373.0,4,0,4,2,4,5,1,2,6,660.0,3.0,5,0,5,2007.0,1555,0,0,1,2,0,3684,53.0,3,0,120,130.0,0,6,20,4,6,2,0,3,0,7,1373.0,143,2009,2.0,163,3588.0,2007.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1530,0,0,3,4,0,1300.0,0.0,2,6,1.0,0.0,2,230.0,4,0,4,2,4,2,1,2,6,630.0,3.0,5,0,5,2004.0,1530,0,0,1,2,0,14572,182.0,2,0,20,0.0,0,11,36,4,6,2,0,3,0,7,1530.0,144,2007,3.0,180,3690.0,2004.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
847,1112,0,4,4,0,0.0,0.0,6,6,0.0,0.0,2,847.0,4,0,4,2,4,2,1,2,6,434.0,2.0,5,0,5,2004.0,1959,1,0,1,2,0,11796,59.0,0,0,60,0.0,0,7,48,4,6,2,0,3,0,8,847.0,100,2007,2.5,148,3240.0,2004.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
936,0,0,2,4,1,936.0,0.0,2,6,1.0,0.0,2,0.0,4,0,4,3,4,3,0,1,6,672.0,2.0,5,3,5,1980.0,936,0,4,1,3,0,7200,60.0,3,0,90,180.0,0,8,0,4,4,2,0,3,0,4,936.0,49,2007,2.0,49,2544.0,1980.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1328,653,0,4,4,3,622.0,0.0,1,6,1.0,0.0,4,500.0,4,0,4,3,2,5,2,2,3,576.0,2.0,5,3,5,1981.0,1981,0,4,1,2,0,7804,65.0,3,0,50,0.0,0,12,44,2,3,2,0,3,0,7,1122.0,431,2009,3.0,475,3679.0,1939.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
974,0,0,3,4,2,212.0,0.0,1,6,0.0,0.0,2,762.0,4,0,4,3,2,3,0,1,6,0.0,0.0,3,1,3,0.0,974,0,4,1,3,0,10712,63.0,3,0,20,0.0,0,9,28,4,4,2,0,3,0,5,974.0,0,2007,1.0,28,1948.0,1991.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1178,1032,0,5,4,2,0.0,0.0,6,6,0.0,0.0,4,1008.0,4,0,4,3,4,3,0,2,6,205.0,1.0,5,3,1,1930.0,2210,0,4,1,1,0,9900,90.0,3,0,70,0.0,0,5,48,3,5,0,0,3,0,8,1008.0,0,2007,2.0,48,3423.0,1915.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1142,878,0,3,4,3,584.0,0.0,2,6,0.0,0.0,2,544.0,4,0,4,2,4,5,1,2,6,466.0,2.0,5,2,5,1995.0,2020,1,0,1,2,0,9828,80.0,0,0,60,0.0,0,6,155,4,7,2,0,3,0,8,1128.0,0,2009,2.5,155,3614.0,1995.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
916,684,0,3,4,0,0.0,0.0,6,6,0.0,0.0,2,916.0,4,0,4,3,4,5,1,2,6,460.0,2.0,5,0,5,1997.0,1600,1,2,1,3,0,8773,57.0,0,0,60,0.0,0,8,38,4,5,2,0,3,0,7,916.0,100,2007,2.5,138,2976.0,1997.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
986,0,0,2,4,3,0.0,0.0,6,6,0.0,0.0,4,960.0,4,0,4,3,4,2,1,1,6,180.0,1.0,5,3,5,1926.0,986,0,4,1,3,0,6180,60.0,3,0,30,0.0,0,5,128,4,5,2,0,3,0,5,960.0,0,2007,1.0,128,2126.0,1938.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1032,220,0,3,4,3,280.0,0.0,1,6,0.0,0.0,4,752.0,0,96,4,3,4,3,0,1,6,288.0,1.0,5,3,5,1950.0,1252,0,4,1,3,0,9600,80.0,3,0,50,0.0,0,4,0,4,5,2,0,3,0,6,1032.0,0,2008,1.0,96,2572.0,1950.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
780,240,0,2,4,3,0.0,0.0,6,6,0.0,0.0,4,780.0,4,176,2,3,4,3,0,1,6,0.0,0.0,3,1,3,0.0,1020,0,2,1,3,0,6342,54.0,3,0,50,0.0,0,5,0,7,4,0,0,3,0,6,780.0,0,2010,1.0,176,1800.0,1935.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1567,0,0,2,4,1,1567.0,0.0,0,6,1.0,0.0,4,0.0,4,0,4,3,4,5,2,2,6,714.0,2.0,5,2,5,1977.0,1567,0,4,1,2,1,9819,68.0,0,0,20,0.0,0,5,32,4,5,2,0,3,0,5,1567.0,264,2009,3.0,296,3848.0,1977.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1167,0,0,3,4,3,645.0,0.0,1,6,0.0,0.0,4,270.0,4,216,1,3,4,2,1,1,0,495.0,2.0,5,3,5,1972.0,1167,0,4,1,3,0,8731,98.0,0,0,30,0.0,0,5,0,4,4,2,0,3,126,6,915.0,0,2007,1.0,342,2577.0,1935.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
952,0,0,2,4,2,852.0,0.0,0,6,1.0,0.0,4,100.0,4,0,4,3,4,3,0,1,6,840.0,2.0,5,3,5,1988.0,952,0,4,1,3,0,7350,60.0,3,0,20,0.0,0,6,0,6,4,2,0,3,0,4,952.0,0,2008,2.0,0,2744.0,1951.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1088,780,0,4,4,3,381.0,0.0,0,6,1.0,0.0,4,399.0,4,0,2,3,4,5,1,2,6,484.0,2.0,5,3,5,1976.0,1868,1,0,1,2,0,10304,68.0,0,0,60,44.0,0,10,96,6,4,2,0,3,0,9,780.0,448,2009,3.5,544,3132.0,1976.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1466,1362,0,4,4,1,1150.0,0.0,2,6,1.0,0.0,0,316.0,4,0,4,2,4,5,1,3,6,1052.0,3.0,5,2,5,2006.0,2828,0,0,1,2,0,9965,77.0,3,0,60,340.0,0,4,144,4,7,2,0,3,0,11,1466.0,125,2007,4.0,269,5346.0,2006.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1006,0,0,3,4,3,288.0,0.0,2,6,0.0,0.0,4,718.0,4,0,4,3,4,3,0,1,6,0.0,0.0,3,1,3,0.0,1006,0,4,1,3,0,9000,68.0,3,0,20,0.0,0,7,24,2,4,2,0,3,0,5,1006.0,0,2008,1.0,24,2012.0,1959.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
672,252,0,2,4,3,348.0,0.0,1,6,1.0,0.0,2,324.0,0,0,1,3,2,3,0,1,6,280.0,1.0,5,3,5,1941.0,924,0,1,1,1,0,12180,60.0,3,0,190,0.0,0,7,0,3,3,2,0,3,0,5,672.0,0,2010,2.0,0,1876.0,1945.5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
