1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExtStructSF,ExterCond,ExterQual,Exterior1st,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseSF,HouseStyle,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,Num_Bathrooms,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YrSold,YearRemodAgg
1358,0,0,None,2,4,0,836.0,0.0,0,6,0.0,0.0,2,522.0,Y,Norm,Norm,4,0,228,4,2,VinylSd,4,2,1,PConc,2,6,484.0,2.0,5,2,5,Attchd,2005.0,1358,0,GasA,0,3200.0,1Story,1,2,0,6904,47.0,0,0,240.0,Stone,None,0,8,NridgHt,2.0,36,4,5,2,0,3,CompShg,0,Pave,6,1358.0,192,2009,2005.0
1306,0,0,None,1,4,0,881.0,0.0,2,6,1.0,0.0,2,425.0,Y,Norm,Norm,4,0,233,4,2,VinylSd,4,2,1,PConc,2,6,624.0,2.0,5,2,5,Attchd,2005.0,1306,0,GasA,0,3236.0,1Story,1,2,0,5122,34.0,0,0,135.0,Stone,None,0,3,NridgHt,3.0,63,4,5,2,0,3,CompShg,0,Pave,5,1306.0,170,2009,2005.0
1358,0,0,None,2,4,3,876.0,0.0,2,6,1.0,0.0,2,474.0,Y,Norm,Norm,4,0,218,4,2,VinylSd,4,2,1,PConc,2,6,484.0,2.0,5,2,5,Attchd,2008.0,1358,0,GasA,0,3192.0,1Story,1,2,0,10307,80.0,0,0,176.0,Stone,None,0,5,NridgHt,3.0,26,4,6,2,0,3,CompShg,0,Pave,6,1350.0,192,2009,2007.5
2492,0,0,None,2,4,1,2146.0,0.0,2,6,1.0,0.0,0,346.0,Y,Norm,Norm,4,0,461,4,0,CemntBd,4,0,1,PConc,2,6,949.0,3.0,5,0,5,Attchd,2004.0,2492,1,GasA,0,5933.0,1Story,1,0,1,14836,100.0,0,0,730.0,Stone,None,0,2,NridgHt,3.5,235,4,9,2,0,3,CompShg,0,Pave,8,2492.0,226,2009,2004.5
2200,0,0,None,3,4,1,1557.0,0.0,2,6,1.0,0.0,0,643.0,Y,Norm,Norm,4,0,263,4,2,VinylSd,4,2,1,PConc,2,6,685.0,3.0,5,0,5,Attchd,2003.0,2200,1,GasA,0,5085.0,1Story,1,0,0,15262,117.0,0,0,470.0,BrkFace,None,0,7,NridgHt,3.5,55,4,7,2,0,3,CompShg,0,Pave,8,2200.0,208,2009,2003.5
1884,0,0,None,2,4,3,800.0,0.0,2,6,1.0,0.0,0,1084.0,Y,Norm,Norm,4,0,321,4,0,MetalSd,4,2,1,PConc,2,6,649.0,2.0,5,0,5,Attchd,2008.0,1884,0,GasA,0,4417.0,1Story,1,0,0,7390,44.0,0,0,308.0,BrkFace,None,0,5,NridgHt,3.0,90,4,8,2,0,3,CompShg,0,Pave,6,1884.0,231,2009,2008.5
1456,0,0,None,2,4,3,0.0,0.0,6,6,0.0,0.0,0,1451.0,Y,Norm,Norm,4,0,234,4,0,VinylSd,4,2,1,PConc,2,6,539.0,2.0,5,2,5,Attchd,2008.0,1456,0,GasA,0,3446.0,1Story,1,0,0,6472,48.0,3,0,500.0,BrkFace,None,0,4,NridgHt,2.0,42,4,8,2,0,3,CompShg,0,Pave,6,1451.0,192,2009,2008.0
1712,0,0,None,3,4,1,1196.0,0.0,2,6,1.0,0.0,0,516.0,Y,Norm,Norm,4,0,401,4,2,VinylSd,4,2,1,PConc,2,6,701.0,3.0,5,2,5,Attchd,2002.0,1712,0,GasA,0,4125.0,1Story,1,2,0,16770,129.0,3,0,270.0,BrkFace,None,0,9,NridgHt,3.0,183,4,7,2,0,3,CompShg,0,Pave,8,1712.0,218,2009,2002.5
1405,0,0,None,2,4,3,0.0,0.0,6,6,0.0,0.0,2,1405.0,Y,Norm,Norm,4,0,184,4,2,VinylSd,4,5,1,PConc,2,6,478.0,2.0,5,2,5,Attchd,2003.0,1405,0,GasA,0,3288.0,1Story,1,2,0,3480,48.0,3,0,163.0,Stone,None,0,11,NridgHt,2.0,36,4,6,2,0,3,CompShg,0,Pave,6,1405.0,148,2009,2003.0
728,728,0,None,3,1,3,0.0,0.0,6,6,0.0,0.0,2,728.0,Y,RRAn,Norm,4,0,100,4,2,VinylSd,4,2,1,PConc,2,6,390.0,2.0,5,0,5,Attchd,2005.0,1456,1,GasA,0,2574.0,2Story,1,2,0,10928,63.0,3,0,0.0,None,None,0,6,Gilbert,2.5,0,4,6,2,0,3,CompShg,0,Pave,8,728.0,100,2009,2005.0
745,745,0,None,3,4,0,0.0,0.0,6,6,0.0,0.0,2,745.0,Y,Norm,Norm,4,0,56,4,2,VinylSd,4,2,1,PConc,2,6,392.0,2.0,5,0,5,Attchd,2005.0,1490,1,GasA,0,2627.0,2Story,1,2,0,8918,57.0,0,0,0.0,None,None,0,7,Gilbert,2.5,20,4,5,2,0,3,CompShg,0,Pave,7,745.0,36,2009,2005.5
1220,0,0,None,2,4,0,16.0,0.0,2,6,0.0,0.0,2,1204.0,Y,Norm,Norm,4,0,116,4,2,VinylSd,4,2,1,PConc,2,6,397.0,2.0,5,0,5,Attchd,2005.0,1220,0,GasA,0,2837.0,1Story,1,2,0,3182,43.0,3,0,16.0,BrkFace,None,0,8,Blmngtn,2.0,16,4,6,2,0,3,CompShg,0,Pave,5,1220.0,100,2009,2005.5
744,630,0,None,3,4,2,0.0,0.0,6,6,0.0,0.0,2,384.0,Y,Norm,Norm,4,0,100,4,2,WdShing,4,2,1,PConc,2,6,400.0,2.0,5,0,5,BuiltIn,2004.0,1374,1,GasA,0,2158.0,SLvl,1,2,0,9434,59.0,0,0,0.0,None,None,0,8,Gilbert,2.5,0,4,6,2,0,3,CompShg,0,Pave,6,384.0,100,2009,2004.5
868,762,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,868.0,Y,Norm,Norm,4,0,168,4,2,VinylSd,4,2,1,PConc,2,6,436.0,2.0,5,0,5,BuiltIn,2004.0,1630,1,GasA,0,2934.0,2Story,1,2,0,7984,62.0,0,0,200.0,BrkFace,None,0,9,Gilbert,2.5,48,4,6,2,0,3,CompShg,0,Pave,7,868.0,120,2009,2004.5
846,748,0,None,3,4,2,0.0,0.0,6,6,0.0,0.0,2,846.0,Y,Norm,Norm,4,0,348,4,2,VinylSd,2,2,1,PConc,2,6,434.0,2.0,5,0,5,Attchd,2004.0,1594,1,GasA,0,2874.0,2Story,1,2,0,10125,61.0,0,0,0.0,None,None,0,7,Gilbert,2.5,48,4,6,2,0,3,CompShg,0,Pave,7,846.0,300,2009,2004.0
806,683,0,None,3,4,3,652.0,0.0,2,6,1.0,0.0,2,130.0,Y,Norm,Norm,4,0,75,4,2,VinylSd,4,2,1,PConc,2,6,400.0,2.0,5,0,5,Attchd,2003.0,1489,1,GasA,0,2671.0,2Story,1,2,0,8965,64.0,0,0,0.0,None,None,0,6,Gilbert,3.5,75,4,6,2,0,3,CompShg,0,Pave,8,782.0,0,2009,2003.0
698,644,0,None,3,4,3,494.0,0.0,2,6,1.0,0.0,2,204.0,Y,Norm,Norm,4,0,156,4,2,VinylSd,4,5,1,PConc,2,6,393.0,2.0,5,0,5,Attchd,2003.0,1342,1,GasA,0,2433.0,2Story,1,2,0,8174,64.0,0,0,0.0,None,None,0,5,Gilbert,3.5,56,4,6,2,0,3,CompShg,0,Pave,7,698.0,100,2009,2003.0
878,1126,0,None,4,4,3,651.0,0.0,2,6,1.0,0.0,0,219.0,Y,Norm,Norm,4,0,48,4,2,VinylSd,4,2,1,PConc,2,6,644.0,3.0,5,0,5,BuiltIn,2002.0,2004,1,GasA,0,3518.0,2Story,1,2,0,12891,64.0,0,0,0.0,None,None,0,7,Gilbert,3.5,48,4,7,2,0,3,CompShg,0,Pave,8,870.0,0,2009,2002.0
744,630,0,None,3,4,2,241.0,113.0,2,5,0.0,0.0,2,30.0,Y,RRAn,Norm,4,0,0,4,2,VinylSd,4,3,0,PConc,2,6,400.0,2.0,5,0,5,BuiltIn,2004.0,1374,1,GasA,0,2158.0,SLvl,1,2,0,9734,61.0,0,0,0.0,None,None,0,5,Gilbert,2.5,0,4,6,2,0,3,CompShg,0,Pave,7,384.0,0,2009,2004.0
819,695,0,None,3,4,3,683.0,0.0,2,6,1.0,0.0,2,111.0,Y,Norm,Norm,4,0,72,4,3,VinylSd,4,5,1,PConc,2,6,394.0,2.0,5,0,5,Attchd,2000.0,1514,1,GasA,0,2702.0,2Story,1,3,0,8433,42.0,0,0,0.0,None,None,0,6,Gilbert,3.5,72,4,5,2,0,3,CompShg,0,Pave,7,794.0,0,2009,2000.0
774,656,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,384.0,Y,Norm,Norm,4,0,0,4,3,VinylSd,4,5,1,PConc,2,6,400.0,2.0,5,2,5,BuiltIn,1999.0,1430,1,GasA,0,2214.0,SLvl,1,3,0,7750,62.0,3,0,0.0,None,None,0,3,Gilbert,2.5,0,4,6,2,0,3,CompShg,0,Pave,7,384.0,0,2009,1999.5
1223,1089,0,None,4,4,3,913.0,0.0,0,6,1.0,0.0,2,264.0,Y,RRNn,Norm,4,0,298,4,2,VinylSd,4,5,1,PConc,2,6,658.0,3.0,5,0,5,BuiltIn,1999.0,2312,1,GasA,0,4147.0,2Story,1,2,0,15896,64.0,1,0,210.0,BrkFace,None,0,5,Gilbert,3.5,0,4,6,2,0,3,CompShg,0,Pave,8,1177.0,298,2009,1999.0
774,656,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,4,384.0,Y,Norm,Norm,4,0,0,4,3,VinylSd,4,5,1,PConc,2,6,410.0,2.0,5,0,5,BuiltIn,1999.0,1430,1,GasA,0,2224.0,SLvl,1,3,0,7848,64.0,0,0,0.0,None,None,0,6,Gilbert,2.5,0,5,6,2,0,3,CompShg,0,Pave,7,384.0,0,2009,1999.0
1466,1221,0,None,4,4,2,1173.0,0.0,2,6,1.0,0.0,2,282.0,Y,Norm,Norm,4,0,282,4,2,VinylSd,4,5,2,PConc,2,6,810.0,3.0,5,2,5,BuiltIn,2000.0,2687,1,GasA,0,4952.0,2Story,1,2,0,12720,106.0,3,0,150.0,BrkFace,None,0,9,NoRidge,3.5,30,4,7,2,0,3,CompShg,0,Pave,10,1455.0,252,2009,2000.0
2063,0,0,None,3,4,0,236.0,1526.0,1,2,1.0,0.0,2,262.0,Y,Norm,Norm,4,0,238,4,2,Wd Sdng,4,2,2,PConc,2,6,815.0,3.0,5,0,5,Attchd,1994.0,2063,0,GasA,0,4902.0,1Story,1,2,0,10750,88.0,0,0,634.0,BrkFace,None,0,6,NoRidge,3.0,56,4,7,2,0,3,CompShg,0,Pave,7,2024.0,182,2009,1994.5
1094,967,0,None,3,4,3,816.0,0.0,2,6,1.0,0.0,2,254.0,Y,Norm,Norm,4,209,607,4,2,VinylSd,4,5,1,PConc,2,6,647.0,2.0,5,0,5,Attchd,1995.0,2061,1,GasA,0,3778.0,2Story,1,2,0,9085,79.0,3,0,286.0,BrkFace,None,0,11,NoRidge,3.5,102,4,6,2,0,3,CompShg,0,Pave,7,1070.0,296,2009,1995.5
1215,1017,0,None,3,4,3,624.0,0.0,2,6,1.0,0.0,2,549.0,Y,Norm,Norm,4,0,338,4,2,HdBoard,4,5,1,PConc,2,6,623.0,2.0,5,2,5,Attchd,1993.0,2232,1,GasA,0,4028.0,2Story,1,2,0,11692,88.0,0,0,372.0,BrkFace,None,0,10,NoRidge,3.5,165,4,7,2,0,3,CompShg,0,Pave,8,1173.0,173,2009,1993.5
1696,0,0,None,3,4,2,0.0,0.0,6,6,0.0,0.0,2,1696.0,Y,PosN,Norm,4,0,176,4,2,VinylSd,4,3,0,PConc,2,6,972.0,3.0,5,2,5,Attchd,2008.0,1696,0,GasA,0,4364.0,1Story,1,2,0,11194,86.0,0,0,240.0,Stone,None,0,9,Somerst,2.0,56,4,7,2,0,3,CompShg,0,Pave,7,1696.0,120,2009,2008.0
1658,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,1614.0,Y,PosN,Norm,4,0,188,4,2,VinylSd,4,2,1,PConc,2,6,726.0,3.0,5,0,5,Attchd,2008.0,1658,1,GasA,0,3998.0,1Story,1,2,0,10206,78.0,3,0,294.0,BrkFace,None,0,9,Somerst,2.5,44,4,7,2,0,3,CompShg,0,Pave,7,1614.0,144,2009,2008.0
1702,0,0,None,3,4,0,1294.0,0.0,2,6,1.0,0.0,2,408.0,Y,Norm,Norm,4,0,69,4,2,VinylSd,4,2,1,PConc,2,6,844.0,3.0,5,2,5,Attchd,2007.0,1702,0,GasA,0,4248.0,1Story,1,2,0,10130,85.0,3,0,260.0,Stone,None,0,3,Somerst,3.0,69,4,7,2,0,3,CompShg,0,Pave,7,1702.0,0,2009,2007.0
1432,0,0,None,3,4,0,379.0,0.0,2,6,0.0,0.0,0,1043.0,Y,Norm,Norm,4,0,347,4,2,VinylSd,4,2,1,PConc,2,6,492.0,2.0,5,0,5,Attchd,2006.0,1432,0,GasA,0,3346.0,1Story,1,2,0,9139,76.0,0,0,206.0,Stone,None,0,9,Somerst,2.0,50,4,7,2,0,3,CompShg,0,Pave,7,1422.0,297,2009,2006.0
2490,0,0,None,2,4,1,2158.0,0.0,2,6,1.0,0.0,0,300.0,Y,PosN,PosN,4,0,296,4,0,VinylSd,0,2,2,PConc,2,6,795.0,3.0,5,0,5,Attchd,2005.0,2490,0,GasA,0,5743.0,1Story,1,0,0,11128,85.0,3,0,198.0,Stone,None,0,10,Somerst,3.0,226,4,8,2,0,3,CompShg,0,Pave,9,2458.0,70,2009,2005.5
1436,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,0,1436.0,Y,Norm,Norm,4,0,121,4,2,VinylSd,4,3,0,PConc,2,6,529.0,2.0,5,0,5,Attchd,2008.0,1436,0,GasA,0,3401.0,1Story,1,2,0,7993,90.0,0,0,0.0,None,None,0,10,Somerst,2.0,121,4,6,2,0,3,CompShg,0,Pave,6,1436.0,0,2009,2008.5
1402,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,1402.0,Y,Norm,Norm,4,0,331,4,2,VinylSd,4,3,0,PConc,2,6,625.0,2.0,5,2,5,Attchd,2008.0,1402,0,GasA,0,3429.0,1Story,1,2,0,8640,72.0,3,0,0.0,None,None,0,5,Somerst,2.0,126,4,6,2,0,3,CompShg,0,Pave,7,1402.0,205,2009,2008.0
1530,0,0,None,3,4,0,0.0,0.0,6,6,0.0,0.0,2,1530.0,Y,Norm,Norm,4,0,348,4,2,VinylSd,4,2,1,PConc,2,6,984.0,3.0,5,2,5,Attchd,2008.0,1530,0,GasA,0,4044.0,1Story,1,2,0,12606,112.0,0,0,120.0,Stone,None,0,5,Somerst,2.0,136,4,8,2,0,3,CompShg,0,Pave,7,1530.0,212,2009,2007.5
1448,0,0,None,2,4,3,24.0,0.0,2,6,0.0,0.0,2,1348.0,Y,Norm,Norm,4,0,140,4,2,VinylSd,4,2,1,PConc,2,6,692.0,2.0,5,2,5,Attchd,2006.0,1448,0,GasA,0,3512.0,1Story,1,2,0,7500,75.0,3,0,238.0,Stone,None,0,6,Somerst,2.0,140,4,7,2,0,3,CompShg,0,Pave,6,1372.0,0,2009,2006.5
909,886,0,None,3,1,3,682.0,0.0,2,6,1.0,0.0,0,218.0,Y,Norm,Norm,4,0,213,4,2,VinylSd,4,2,1,PConc,2,6,782.0,3.0,5,0,5,Attchd,2006.0,1795,1,GasA,0,3477.0,2Story,1,2,0,10603,84.0,3,0,121.0,Stone,None,0,7,Somerst,3.5,45,4,7,2,0,3,CompShg,0,Pave,8,900.0,168,2009,2006.0
1836,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,1836.0,Y,Norm,Norm,4,0,175,4,2,VinylSd,4,2,1,PConc,2,6,517.0,2.0,5,0,5,Attchd,2009.0,1836,0,GasA,0,4189.0,1Story,1,2,0,8125,65.0,3,0,288.0,BrkFace,None,0,10,Somerst,2.0,175,4,7,2,0,3,CompShg,0,Pave,8,1836.0,0,2009,2008.5
1662,0,0,None,3,4,3,1430.0,0.0,2,6,1.0,0.0,2,222.0,Y,Norm,Norm,4,0,288,4,2,VinylSd,4,2,1,PConc,2,6,711.0,3.0,5,2,5,Attchd,2006.0,1662,0,GasA,0,4025.0,1Story,1,0,0,10625,85.0,3,0,0.0,None,None,0,3,Somerst,3.0,120,4,6,2,0,3,CompShg,0,Pave,8,1652.0,168,2009,2006.5
1553,0,0,None,3,4,3,771.0,360.0,2,0,1.0,0.0,2,422.0,Y,Norm,Norm,4,0,280,4,2,VinylSd,4,3,0,PConc,2,6,588.0,2.0,5,2,5,Attchd,2003.0,1553,0,GasA,0,3694.0,1Story,1,2,0,8736,68.0,0,0,0.0,None,None,0,8,Somerst,3.0,88,4,6,2,0,3,CompShg,0,Pave,6,1553.0,192,2009,2003.5
812,841,0,None,3,4,3,410.0,0.0,2,6,1.0,0.0,2,402.0,Y,Norm,Norm,4,0,45,4,2,VinylSd,4,3,0,PConc,2,6,628.0,2.0,5,2,5,Attchd,2003.0,1653,1,GasA,0,3093.0,2Story,1,2,0,8127,65.0,0,0,0.0,None,None,0,3,Somerst,3.5,45,4,6,2,0,3,CompShg,0,Pave,6,812.0,0,2009,2003.0
1218,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,1218.0,Y,Norm,Norm,4,0,178,4,2,VinylSd,4,3,0,PConc,1,6,576.0,2.0,5,2,5,Detchd,2007.0,1218,1,GasA,0,3012.0,1Story,1,2,0,9605,80.0,3,0,0.0,None,None,0,4,SawyerW,1.5,178,5,6,2,0,3,CompShg,0,Pave,6,1218.0,0,2009,2007.0
1141,0,0,None,3,1,3,54.0,0.0,2,6,1.0,0.0,2,1087.0,Y,Norm,Norm,4,0,182,4,2,VinylSd,4,3,0,PConc,1,6,484.0,2.0,5,2,5,Detchd,2006.0,1141,1,GasA,0,2766.0,1Story,1,2,0,7500,63.0,3,0,0.0,None,None,0,6,SawyerW,2.5,0,4,6,2,0,3,CompShg,0,Pave,6,1141.0,182,2009,2006.0
1158,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,1158.0,Y,Norm,Norm,4,0,50,4,3,VinylSd,4,3,0,PConc,1,6,0.0,0.0,3,1,3,None,0.0,1158,1,GasA,0,2316.0,1Story,1,2,0,7500,63.0,3,0,0.0,None,None,0,8,SawyerW,1.5,50,4,5,2,0,3,CompShg,0,Pave,5,1158.0,0,2009,2004.0
871,941,0,None,3,4,1,0.0,0.0,6,6,0.0,0.0,2,835.0,Y,Norm,Norm,4,0,237,4,2,VinylSd,4,3,0,PConc,2,6,478.0,2.0,5,2,5,BuiltIn,2004.0,1812,1,GasA,0,3125.0,2Story,1,2,0,10628,96.0,0,0,0.0,None,None,0,1,SawyerW,2.5,91,4,6,2,0,3,CompShg,0,Pave,8,835.0,146,2009,2004.0
1512,0,0,None,3,4,1,516.0,774.0,1,5,0.0,0.0,2,222.0,Y,Norm,Norm,4,0,246,4,2,VinylSd,4,3,0,PConc,2,6,845.0,3.0,5,2,5,Attchd,2004.0,1512,0,GasA,0,3869.0,1Story,1,2,0,10141,76.0,0,0,264.0,BrkFace,None,0,1,SawyerW,2.0,36,4,7,2,0,3,Tar&Grv,0,Pave,6,1512.0,210,2009,2004.0
1114,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,1114.0,Y,RRAe,Norm,4,0,350,4,2,VinylSd,4,3,0,PConc,1,6,576.0,2.0,5,3,5,Detchd,2005.0,1114,1,GasA,0,2804.0,1Story,1,2,0,13072,63.0,3,0,0.0,None,None,0,5,SawyerW,1.5,102,4,6,2,0,3,CompShg,0,Pave,6,1114.0,248,2009,2004.5
1114,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,1114.0,Y,RRAe,Norm,4,0,39,4,3,VinylSd,4,3,0,PConc,1,6,0.0,0.0,3,1,3,None,0.0,1114,1,GasA,0,2228.0,1Story,1,2,0,13072,63.0,3,0,0.0,None,None,0,8,SawyerW,1.5,39,4,4,2,0,3,CompShg,0,Pave,6,1114.0,0,2009,2004.0
1114,0,0,None,3,4,3,836.0,0.0,2,6,1.0,0.0,2,278.0,Y,RRAe,Norm,4,0,42,4,3,VinylSd,4,3,0,PConc,2,6,576.0,2.0,5,3,5,Detchd,2004.0,1114,0,GasA,0,2804.0,1Story,1,2,0,12450,60.0,3,0,0.0,None,None,0,6,SawyerW,3.0,42,4,4,2,0,3,CompShg,0,Pave,6,1114.0,0,2009,2003.5
1450,0,0,None,2,4,3,0.0,0.0,6,6,0.0,0.0,2,1450.0,Y,Norm,Norm,4,0,93,4,2,VinylSd,4,3,0,PConc,2,6,788.0,3.0,5,2,5,Attchd,2008.0,1450,0,GasA,0,3688.0,1Story,1,2,0,7328,61.0,3,0,140.0,BrkFace,None,0,2,SawyerW,2.0,93,4,6,2,0,3,CompShg,0,Pave,6,1450.0,0,2009,2008.5
913,1209,0,None,4,4,3,637.0,0.0,2,6,1.0,0.0,2,276.0,Y,Norm,Norm,4,0,74,4,2,VinylSd,4,5,1,PConc,2,6,559.0,2.0,5,2,5,Attchd,1997.0,2122,1,GasA,0,3594.0,2Story,1,2,0,11492,43.0,0,0,132.0,BrkFace,None,0,4,SawyerW,3.5,74,4,6,2,0,3,CompShg,0,Pave,8,913.0,0,2009,1996.5
833,897,0,None,3,1,3,52.0,364.0,2,5,0.0,0.0,2,400.0,Y,Norm,Norm,4,0,259,2,2,HdBoard,4,3,0,PConc,2,6,528.0,2.0,5,2,5,Attchd,1992.0,1730,1,GasA,0,3074.0,2Story,1,2,0,7703,70.0,3,0,0.0,None,None,0,11,SawyerW,2.5,91,5,5,2,0,3,CompShg,168,Pave,6,816.0,0,2009,1992.0
1332,0,0,None,2,4,3,0.0,0.0,6,6,0.0,0.0,2,1332.0,Y,Norm,Norm,4,0,60,4,2,Plywood,4,3,0,PConc,2,6,542.0,2.0,5,2,5,Attchd,1990.0,1332,0,GasA,2,3206.0,1Story,1,2,0,7175,50.0,3,0,0.0,None,None,0,2,SawyerW,2.0,60,4,5,2,0,3,CompShg,0,Pave,5,1332.0,0,2009,1990.5
754,786,0,None,3,4,3,36.0,596.0,3,2,1.0,0.0,2,122.0,Y,RRAe,Norm,4,0,172,4,2,VinylSd,4,3,0,PConc,2,6,495.0,2.0,5,2,5,Attchd,1994.0,1540,1,GasA,0,2789.0,2Story,1,2,0,9109,70.0,3,0,0.0,None,None,0,10,SawyerW,3.5,32,4,6,2,0,3,CompShg,0,Pave,6,754.0,140,2009,1994.0
698,702,0,None,3,4,3,331.0,0.0,5,6,0.0,0.0,2,345.0,Y,Norm,Norm,4,0,48,2,3,VinylSd,4,3,0,CBlock,2,6,465.0,2.0,5,2,5,Attchd,1986.0,1400,1,GasA,4,2541.0,2Story,1,3,0,10274,67.0,0,0,141.0,BrkFace,None,0,7,SawyerW,2.5,48,6,5,2,0,3,CompShg,0,Pave,6,676.0,0,2009,1986.0
964,918,0,None,4,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,Y,Norm,Norm,4,0,0,4,3,Wd Sdng,4,5,2,Slab,2,6,612.0,2.0,5,3,5,Attchd,1981.0,1882,0,GasA,4,2494.0,2Story,2,3,0,8250,75.0,3,0,0.0,None,None,0,5,SawyerW,2.0,0,6,5,2,0,3,CompShg,0,Pave,8,0.0,0,2009,1981.0
980,0,0,None,3,4,3,68.0,884.0,3,1,1.0,0.0,4,28.0,Y,Norm,Norm,4,0,28,4,3,HdBoard,2,3,0,CBlock,1,6,400.0,2.0,5,3,5,Detchd,1969.0,980,0,GasA,2,2360.0,1Story,1,3,0,9750,63.0,0,0,0.0,None,None,0,11,Sawyer,2.0,28,4,4,2,0,3,CompShg,0,Pave,5,980.0,0,2009,1962.0
864,0,0,None,3,4,3,660.0,0.0,2,6,1.0,0.0,4,204.0,Y,Feedr,Norm,4,0,312,4,3,MetalSd,4,3,0,CBlock,1,6,732.0,2.0,5,3,5,Detchd,1982.0,864,0,GasA,0,2460.0,1Story,1,3,0,8499,72.0,0,0,0.0,None,None,0,6,Sawyer,2.0,312,5,4,2,0,3,CompShg,0,Pave,5,864.0,0,2009,1961.0
864,0,0,None,2,4,3,864.0,0.0,1,6,0.0,0.0,4,0.0,Y,Norm,Norm,4,0,158,4,3,Wd Sdng,4,3,0,CBlock,1,6,440.0,1.0,5,3,5,Attchd,1961.0,864,0,GasA,4,2168.0,1Story,1,3,0,9079,72.0,0,0,0.0,None,None,0,7,Sawyer,1.0,0,4,4,2,0,3,CompShg,0,Pave,5,864.0,158,2009,1961.0
1020,0,0,None,3,4,3,544.0,0.0,5,6,0.0,0.0,4,480.0,Y,Norm,Norm,4,0,171,4,3,HdBoard,2,3,0,CBlock,2,6,288.0,1.0,5,3,5,Attchd,1965.0,1020,0,GasA,2,2332.0,1Story,1,3,0,9316,72.0,0,0,0.0,None,None,0,5,Sawyer,2.0,0,4,4,2,0,3,CompShg,0,Pave,5,1024.0,171,2009,1965.0
912,0,0,None,3,4,3,624.0,0.0,0,6,1.0,0.0,4,288.0,Y,RRAe,Norm,4,0,0,2,2,Plywood,1,3,0,CBlock,1,6,300.0,1.0,5,2,5,Attchd,1963.0,912,0,GasA,0,2124.0,1Story,1,2,0,7791,72.0,0,0,0.0,None,None,0,10,Sawyer,2.0,0,7,4,2,0,3,CompShg,0,Pave,6,912.0,0,2009,1979.0
912,0,0,None,3,4,3,140.0,590.0,3,1,0.0,1.0,4,182.0,Y,Feedr,Norm,4,0,0,4,3,VinylSd,4,3,0,CBlock,1,6,252.0,1.0,5,3,5,Attchd,1962.0,912,0,GasA,2,2076.0,1Story,1,3,0,7150,65.0,3,0,60.0,BrkFace,None,0,10,Sawyer,1.5,0,5,4,2,0,3,CompShg,0,Pave,6,912.0,0,2009,1962.0
2014,0,255,None,2,1,1,1733.0,92.0,0,5,1.0,0.0,2,189.0,Y,Norm,Norm,4,0,717,2,2,VinylSd,2,2,2,CBlock,2,0,864.0,3.0,5,2,5,Attchd,1980.0,2014,0,GasA,2,4892.0,1Story,1,2,0,15676,80.0,0,0,115.0,BrkFace,None,0,4,Veenker,3.0,0,7,7,2,0,3,CompShg,0,Pave,6,2014.0,462,2009,1980.0
975,780,0,None,3,4,3,601.0,216.0,2,0,0.0,1.0,2,158.0,Y,Norm,Norm,4,0,562,2,2,VinylSd,0,5,1,PConc,2,6,524.0,2.0,5,3,5,Attchd,1991.0,1755,1,GasA,0,3254.0,2Story,1,2,0,11949,88.0,3,0,196.0,BrkFace,None,0,7,NoRidge,3.0,60,7,6,2,0,3,CompShg,0,Pave,7,975.0,502,2009,1999.5
1376,1629,0,Pave,3,4,3,0.0,0.0,6,6,0.0,0.0,2,1376.0,Y,Norm,Norm,4,0,177,4,2,MetalSd,4,5,1,PConc,2,4,704.0,3.0,5,0,5,BuiltIn,2004.0,3005,1,GasA,0,5085.0,2Story,1,2,0,2880,32.0,3,0,0.0,None,None,0,7,Somerst,2.5,177,4,6,2,0,3,CompShg,0,Pave,9,1376.0,0,2009,2004.5
