1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,Electrical,EnclosedPorch,ExtStructSF,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseSF,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MasVnrArea,MiscVal,MoSold,Num_Bathrooms,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YrSold,YearRemodAgg,Alley_Grvl,Alley_None,Alley_Pave,CentralAir_N,CentralAir_Y,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Street_Grvl,Street_Pave
1760,0,0,3,4,3,1262.0,0.0,0,6,1.0,0.0,2,498.0,4,0,355,4,2,4,2,1,2,6,583.0,2.0,5,0,5,2003.0,1760,0,0,4103.0,1,2,0,12878,90.0,0,0,418.0,0,6,3.0,190,4,6,2,0,3,0,8,1760.0,165,2009,2003.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2452,0,0,3,4,3,1972.0,0.0,2,6,2.0,0.0,0,480.0,4,0,116,4,2,2,2,1,2,6,886.0,3.0,5,0,5,2003.0,2452,0,0,5790.0,1,0,0,15274,110.0,0,0,724.0,0,7,4.0,116,4,8,2,0,3,0,10,2452.0,0,2009,2003.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1105,1295,0,4,4,3,0.0,0.0,6,6,0.0,0.0,2,1082.0,4,0,154,4,2,4,2,1,3,6,730.0,3.0,5,0,5,2003.0,2400,1,0,4212.0,1,2,0,13262,96.0,0,0,186.0,0,6,3.5,40,4,7,2,0,3,0,10,1082.0,114,2009,2003.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1606,0,0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,1598.0,4,0,290,4,2,4,2,1,2,6,871.0,3.0,5,2,5,2006.0,1606,0,2,4075.0,1,2,0,9658,70.0,0,0,383.0,0,7,2.0,60,4,7,2,0,3,0,6,1598.0,230,2009,2006.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1358,0,0,2,4,0,836.0,0.0,0,6,0.0,0.0,2,522.0,4,0,228,4,2,4,2,1,2,6,484.0,2.0,5,2,5,2005.0,1358,0,0,3200.0,1,2,0,6904,47.0,0,0,240.0,0,8,2.0,36,4,5,2,0,3,0,6,1358.0,192,2009,2005.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1306,0,0,1,4,0,881.0,0.0,2,6,1.0,0.0,2,425.0,4,0,233,4,2,4,2,1,2,6,624.0,2.0,5,2,5,2005.0,1306,0,0,3236.0,1,2,0,5122,34.0,0,0,135.0,0,3,3.0,63,4,5,2,0,3,0,5,1306.0,170,2009,2005.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1358,0,0,2,4,3,876.0,0.0,2,6,1.0,0.0,2,474.0,4,0,218,4,2,4,2,1,2,6,484.0,2.0,5,2,5,2008.0,1358,0,0,3192.0,1,2,0,10307,80.0,0,0,176.0,0,5,3.0,26,4,6,2,0,3,0,6,1350.0,192,2009,2007.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2492,0,0,2,4,1,2146.0,0.0,2,6,1.0,0.0,0,346.0,4,0,461,4,0,4,0,1,2,6,949.0,3.0,5,0,5,2004.0,2492,1,0,5933.0,1,0,1,14836,100.0,0,0,730.0,0,2,3.5,235,4,9,2,0,3,0,8,2492.0,226,2009,2004.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2200,0,0,3,4,1,1557.0,0.0,2,6,1.0,0.0,0,643.0,4,0,263,4,2,4,2,1,2,6,685.0,3.0,5,0,5,2003.0,2200,1,0,5085.0,1,0,0,15262,117.0,0,0,470.0,0,7,3.5,55,4,7,2,0,3,0,8,2200.0,208,2009,2003.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1884,0,0,2,4,3,800.0,0.0,2,6,1.0,0.0,0,1084.0,4,0,321,4,0,4,2,1,2,6,649.0,2.0,5,0,5,2008.0,1884,0,0,4417.0,1,0,0,7390,44.0,0,0,308.0,0,5,3.0,90,4,8,2,0,3,0,6,1884.0,231,2009,2008.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1456,0,0,2,4,3,0.0,0.0,6,6,0.0,0.0,0,1451.0,4,0,234,4,0,4,2,1,2,6,539.0,2.0,5,2,5,2008.0,1456,0,0,3446.0,1,0,0,6472,48.0,3,0,500.0,0,4,2.0,42,4,8,2,0,3,0,6,1451.0,192,2009,2008.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1712,0,0,3,4,1,1196.0,0.0,2,6,1.0,0.0,0,516.0,4,0,401,4,2,4,2,1,2,6,701.0,3.0,5,2,5,2002.0,1712,0,0,4125.0,1,2,0,16770,129.0,3,0,270.0,0,9,3.0,183,4,7,2,0,3,0,8,1712.0,218,2009,2002.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1405,0,0,2,4,3,0.0,0.0,6,6,0.0,0.0,2,1405.0,4,0,184,4,2,4,5,1,2,6,478.0,2.0,5,2,5,2003.0,1405,0,0,3288.0,1,2,0,3480,48.0,3,0,163.0,0,11,2.0,36,4,6,2,0,3,0,6,1405.0,148,2009,2003.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
728,728,0,3,1,3,0.0,0.0,6,6,0.0,0.0,2,728.0,4,0,100,4,2,4,2,1,2,6,390.0,2.0,5,0,5,2005.0,1456,1,0,2574.0,1,2,0,10928,63.0,3,0,0.0,0,6,2.5,0,4,6,2,0,3,0,8,728.0,100,2009,2005.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
745,745,0,3,4,0,0.0,0.0,6,6,0.0,0.0,2,745.0,4,0,56,4,2,4,2,1,2,6,392.0,2.0,5,0,5,2005.0,1490,1,0,2627.0,1,2,0,8918,57.0,0,0,0.0,0,7,2.5,20,4,5,2,0,3,0,7,745.0,36,2009,2005.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1220,0,0,2,4,0,16.0,0.0,2,6,0.0,0.0,2,1204.0,4,0,116,4,2,4,2,1,2,6,397.0,2.0,5,0,5,2005.0,1220,0,0,2837.0,1,2,0,3182,43.0,3,0,16.0,0,8,2.0,16,4,6,2,0,3,0,5,1220.0,100,2009,2005.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
744,630,0,3,4,2,0.0,0.0,6,6,0.0,0.0,2,384.0,4,0,100,4,2,4,2,1,2,6,400.0,2.0,5,0,5,2004.0,1374,1,0,2158.0,1,2,0,9434,59.0,0,0,0.0,0,8,2.5,0,4,6,2,0,3,0,6,384.0,100,2009,2004.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
868,762,0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,868.0,4,0,168,4,2,4,2,1,2,6,436.0,2.0,5,0,5,2004.0,1630,1,0,2934.0,1,2,0,7984,62.0,0,0,200.0,0,9,2.5,48,4,6,2,0,3,0,7,868.0,120,2009,2004.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
846,748,0,3,4,2,0.0,0.0,6,6,0.0,0.0,2,846.0,4,0,348,4,2,2,2,1,2,6,434.0,2.0,5,0,5,2004.0,1594,1,0,2874.0,1,2,0,10125,61.0,0,0,0.0,0,7,2.5,48,4,6,2,0,3,0,7,846.0,300,2009,2004.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
806,683,0,3,4,3,652.0,0.0,2,6,1.0,0.0,2,130.0,4,0,75,4,2,4,2,1,2,6,400.0,2.0,5,0,5,2003.0,1489,1,0,2671.0,1,2,0,8965,64.0,0,0,0.0,0,6,3.5,75,4,6,2,0,3,0,8,782.0,0,2009,2003.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
698,644,0,3,4,3,494.0,0.0,2,6,1.0,0.0,2,204.0,4,0,156,4,2,4,5,1,2,6,393.0,2.0,5,0,5,2003.0,1342,1,0,2433.0,1,2,0,8174,64.0,0,0,0.0,0,5,3.5,56,4,6,2,0,3,0,7,698.0,100,2009,2003.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
878,1126,0,4,4,3,651.0,0.0,2,6,1.0,0.0,0,219.0,4,0,48,4,2,4,2,1,2,6,644.0,3.0,5,0,5,2002.0,2004,1,0,3518.0,1,2,0,12891,64.0,0,0,0.0,0,7,3.5,48,4,7,2,0,3,0,8,870.0,0,2009,2002.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
744,630,0,3,4,2,241.0,113.0,2,5,0.0,0.0,2,30.0,4,0,0,4,2,4,3,0,2,6,400.0,2.0,5,0,5,2004.0,1374,1,0,2158.0,1,2,0,9734,61.0,0,0,0.0,0,5,2.5,0,4,6,2,0,3,0,7,384.0,0,2009,2004.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
819,695,0,3,4,3,683.0,0.0,2,6,1.0,0.0,2,111.0,4,0,72,4,3,4,5,1,2,6,394.0,2.0,5,0,5,2000.0,1514,1,0,2702.0,1,3,0,8433,42.0,0,0,0.0,0,6,3.5,72,4,5,2,0,3,0,7,794.0,0,2009,2000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
774,656,0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,384.0,4,0,0,4,3,4,5,1,2,6,400.0,2.0,5,2,5,1999.0,1430,1,0,2214.0,1,3,0,7750,62.0,3,0,0.0,0,3,2.5,0,4,6,2,0,3,0,7,384.0,0,2009,1999.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1223,1089,0,4,4,3,913.0,0.0,0,6,1.0,0.0,2,264.0,4,0,298,4,2,4,5,1,2,6,658.0,3.0,5,0,5,1999.0,2312,1,0,4147.0,1,2,0,15896,64.0,1,0,210.0,0,5,3.5,0,4,6,2,0,3,0,8,1177.0,298,2009,1999.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
774,656,0,3,4,3,0.0,0.0,6,6,0.0,0.0,4,384.0,4,0,0,4,3,4,5,1,2,6,410.0,2.0,5,0,5,1999.0,1430,1,0,2224.0,1,3,0,7848,64.0,0,0,0.0,0,6,2.5,0,5,6,2,0,3,0,7,384.0,0,2009,1999.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1466,1221,0,4,4,2,1173.0,0.0,2,6,1.0,0.0,2,282.0,4,0,282,4,2,4,5,2,2,6,810.0,3.0,5,2,5,2000.0,2687,1,0,4952.0,1,2,0,12720,106.0,3,0,150.0,0,9,3.5,30,4,7,2,0,3,0,10,1455.0,252,2009,2000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2063,0,0,3,4,0,236.0,1526.0,1,2,1.0,0.0,2,262.0,4,0,238,4,2,4,2,2,2,6,815.0,3.0,5,0,5,1994.0,2063,0,0,4902.0,1,2,0,10750,88.0,0,0,634.0,0,6,3.0,56,4,7,2,0,3,0,7,2024.0,182,2009,1994.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1094,967,0,3,4,3,816.0,0.0,2,6,1.0,0.0,2,254.0,4,209,607,4,2,4,5,1,2,6,647.0,2.0,5,0,5,1995.0,2061,1,0,3778.0,1,2,0,9085,79.0,3,0,286.0,0,11,3.5,102,4,6,2,0,3,0,7,1070.0,296,2009,1995.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1215,1017,0,3,4,3,624.0,0.0,2,6,1.0,0.0,2,549.0,4,0,338,4,2,4,5,1,2,6,623.0,2.0,5,2,5,1993.0,2232,1,0,4028.0,1,2,0,11692,88.0,0,0,372.0,0,10,3.5,165,4,7,2,0,3,0,8,1173.0,173,2009,1993.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1696,0,0,3,4,2,0.0,0.0,6,6,0.0,0.0,2,1696.0,4,0,176,4,2,4,3,0,2,6,972.0,3.0,5,2,5,2008.0,1696,0,0,4364.0,1,2,0,11194,86.0,0,0,240.0,0,9,2.0,56,4,7,2,0,3,0,7,1696.0,120,2009,2008.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1658,0,0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,1614.0,4,0,188,4,2,4,2,1,2,6,726.0,3.0,5,0,5,2008.0,1658,1,0,3998.0,1,2,0,10206,78.0,3,0,294.0,0,9,2.5,44,4,7,2,0,3,0,7,1614.0,144,2009,2008.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1702,0,0,3,4,0,1294.0,0.0,2,6,1.0,0.0,2,408.0,4,0,69,4,2,4,2,1,2,6,844.0,3.0,5,2,5,2007.0,1702,0,0,4248.0,1,2,0,10130,85.0,3,0,260.0,0,3,3.0,69,4,7,2,0,3,0,7,1702.0,0,2009,2007.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
