BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtFinType2,BsmtQual,BsmtUnfSF,ExterQual,Fence,FireplaceQu,Fireplaces,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HeatingQC,HouseSF,KitchenQual,LotArea,LotFrontage,LotShape,MiscVal,Num_Bathrooms,OpenPorchSF,OverallQual,PoolArea,PoolQC,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearRemodAgg,Alley_Grvl,Alley_None,Alley_Pave,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
4,0,483.0,0,6,4,428.0,3,4,3,0,576.0,2.0,5,3,5,1976.0,954,2,2441.0,3,10780,55.0,2523,0,1.0,0,4,0,3,0,6,911.0,0,1976.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,690.0,0,6,4,126.0,3,4,2,1,288.0,1.0,1,3,1,1958.0,816,0,1920.0,3,8877,67.0,2524,0,2.0,0,3,0,3,0,3,816.0,0,1948.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,4,803.0,3,2,3,0,297.0,1.0,5,3,5,1951.0,1360,0,2460.0,2,7200,60.0,2525,0,1.5,65,4,0,3,0,6,803.0,0,1966.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,765.0,3,6,4,0.0,3,4,3,0,440.0,2.0,5,3,5,1970.0,1365,4,2570.0,3,2368,24.0,2526,0,1.5,36,4,0,3,0,7,765.0,0,1970.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,686.0,0,6,2,664.0,3,4,5,1,630.0,2.0,5,2,5,1977.0,1334,4,3314.0,3,9650,80.0,2527,0,2.5,16,5,0,3,0,6,1350.0,0,1977.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,4,1656.0,3,4,3,0,506.0,2.0,5,3,5,1973.0,1656,4,3818.0,3,9246,87.0,2528,0,2.0,211,4,0,3,0,8,1656.0,0,1973.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,4,693.0,3,4,3,0,0.0,0.0,3,1,3,1979.0,693,1,1386.0,1,4118,153.0,2529,0,1.0,20,3,0,3,0,4,693.0,0,1945.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,3,700.0,2,6,2,216.0,2,4,3,0,492.0,2.0,5,2,5,2002.0,1861,0,3269.0,2,13450,95.0,2530,0,3.5,91,6,0,3,0,8,916.0,146,2002.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,360.0,5,6,4,504.0,3,4,3,0,288.0,1.0,5,2,5,1972.0,864,0,2016.0,3,9560,120.0,2531,0,1.0,0,4,0,3,0,5,864.0,0,1972.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,4,858.0,3,1,3,0,480.0,4.0,5,3,5,1974.0,872,4,2210.0,3,8294,70.0,2532,0,1.0,0,3,0,3,0,5,858.0,0,1971.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,814.0,2,6,2,300.0,3,4,3,0,576.0,2.0,5,3,5,2004.0,1114,0,2804.0,2,13695,66.0,2533,0,2.0,78,5,0,3,0,6,1114.0,0,2003.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,0.0,6,6,2,1284.0,2,4,2,1,647.0,2.0,5,2,5,2002.0,2169,0,4100.0,2,9375,68.0,2534,0,2.5,87,7,0,3,0,7,1284.0,192,2002.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,4,896.0,3,4,5,1,342.0,2.0,1,3,1,1929.0,1913,2,3151.0,3,7558,57.0,2535,0,1.5,0,5,0,3,0,9,896.0,0,1939.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,2,728.0,2,4,5,1,440.0,2.0,5,0,5,2006.0,1456,0,2624.0,2,11103,85.0,2536,0,2.5,0,6,0,3,0,8,728.0,0,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,250.0,0,6,4,710.0,3,4,3,0,308.0,1.0,5,3,5,1997.0,960,2,2228.0,1,6000,50.0,2537,0,1.0,0,3,0,3,0,5,960.0,0,1935.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,3,297.0,1,5,4,1203.0,3,4,2,1,508.0,2.0,5,2,2,1968.0,2156,4,4232.0,3,20781,68.0,2538,0,2.0,80,6,0,3,0,9,1568.0,0,1985.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,80.0,2,6,0,1652.0,2,4,2,1,712.0,3.0,5,0,5,2006.0,1776,0,4220.0,2,15306,93.0,2539,0,3.0,0,7,0,3,0,7,1732.0,0,2006.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1,1443.0,2,6,2,39.0,2,4,1,1,514.0,2.0,5,2,5,1998.0,1494,0,3490.0,2,16196,68.0,2540,0,3.0,25,6,0,3,0,5,1482.0,402,1998.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,259.0,3,6,4,425.0,3,4,3,0,0.0,0.0,3,1,3,1979.0,2358,1,3042.0,3,5250,50.0,2521,0,2.0,54,7,0,3,0,8,684.0,0,1929.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,3,500.0,3,6,4,748.0,3,4,3,0,968.0,4.0,5,3,5,1969.0,2634,4,4850.0,3,11643,91.0,2541,0,4.5,0,4,0,3,0,12,1248.0,0,1969.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,319.0,5,6,4,539.0,3,4,2,1,490.0,2.0,5,0,5,1962.0,1716,0,3064.0,3,9247,70.0,2520,0,1.5,84,5,0,3,120,8,858.0,0,1962.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,4,698.0,2,4,3,0,624.0,2.0,5,3,5,1999.0,1176,4,2498.0,3,6000,50.0,2518,0,1.0,0,5,0,3,0,4,698.0,210,1968.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,816.0,2,6,2,1217.0,2,4,0,1,666.0,3.0,5,0,5,1996.0,3238,0,5937.0,2,14720,56.0,2499,0,3.5,86,7,0,3,0,9,2033.0,283,1995.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,3,735.0,2,6,2,257.0,2,4,5,1,839.0,3.0,5,2,5,2000.0,1865,0,3696.0,2,10316,68.0,2500,0,3.5,184,6,0,3,0,7,992.0,0,2000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,4,570.0,3,0,5,1,487.0,2.0,5,2,5,1968.0,1920,2,2977.0,2,10192,102.0,2501,0,3.0,98,6,0,3,0,8,570.0,0,1980.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,3,340.0,5,6,4,524.0,3,1,3,0,264.0,1.0,5,2,5,1966.0,892,4,2020.0,3,9477,68.0,2502,0,1.0,0,4,0,3,0,5,864.0,0,1966.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,734.0,2,6,4,344.0,3,4,1,1,500.0,2.0,5,0,5,1971.0,1078,0,2656.0,3,12537,68.0,2503,0,2.5,0,4,0,3,0,6,1078.0,0,1989.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,378.0,2,6,2,378.0,2,4,3,0,440.0,2.0,5,3,5,2000.0,1573,0,2769.0,2,2117,68.0,2504,0,2.5,32,5,0,3,0,5,756.0,0,2000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,1447.0,2,6,0,533.0,2,4,2,1,770.0,3.0,5,0,5,2004.0,1980,0,4730.0,0,16737,129.0,2505,0,3.0,45,8,0,3,0,8,1980.0,194,2004.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3,0.0,6,6,4,612.0,3,4,3,0,621.0,2.0,5,2,5,1998.0,2601,0,3834.0,3,9842,51.0,2506,0,3.5,0,4,0,3,0,8,612.0,183,1959.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,1274.0,0,6,0,256.0,2,4,2,1,430.0,2.0,5,0,5,2005.0,1530,0,3490.0,2,16158,124.0,2507,0,3.0,36,6,0,3,0,7,1530.0,168,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0.0,6,6,4,715.0,3,4,2,1,368.0,1.0,5,3,5,1920.0,1738,2,2821.0,3,12513,68.0,2508,0,2.0,0,3,0,3,0,7,715.0,55,1963.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,2,616.0,3,4,2,1,432.0,2.0,5,0,5,2007.0,1412,0,2460.0,2,8499,73.0,2509,0,2.5,36,5,0,3,0,6,616.0,0,2006.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,2,600.0,2,4,3,0,480.0,2.0,5,2,5,2005.0,1200,0,2280.0,2,3180,30.0,2510,0,2.5,166,6,0,3,0,4,600.0,0,2005.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,3,533.0,2,6,2,281.0,2,4,3,0,663.0,2.0,5,2,5,2000.0,1674,0,3151.0,2,7500,68.0,2511,0,3.5,96,6,0,3,0,7,814.0,0,2000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,3,633.0,2,6,2,240.0,2,4,3,0,588.0,2.0,5,2,5,1999.0,1790,0,3251.0,2,9179,68.0,2512,0,3.5,88,6,0,3,0,7,873.0,0,1999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,548.0,0,5,4,36.0,3,4,5,1,336.0,1.0,5,2,5,1977.0,1475,0,2568.0,3,2665,41.0,2513,0,2.0,26,4,0,3,0,6,757.0,104,1977.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,685.0,2,6,2,163.0,2,4,3,0,420.0,2.0,5,0,5,2003.0,848,0,2116.0,2,4435,68.0,2514,0,2.0,0,5,0,3,0,4,848.0,140,2003.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,370.0,1,2,2,315.0,2,4,5,1,502.0,2.0,5,0,5,2003.0,1668,0,3827.0,2,10635,48.0,2515,0,3.0,262,7,0,3,0,8,1657.0,0,2003.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,315.0,0,5,4,420.0,1,4,3,0,338.0,1.0,5,0,5,1967.0,1374,0,2552.0,3,5400,90.0,2516,0,1.0,0,3,0,3,0,6,840.0,0,1935.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,831.0,1,6,4,161.0,3,2,5,1,377.0,1.0,5,2,5,1955.0,1661,2,3030.0,2,9600,80.0,2517,0,2.0,28,5,0,3,178,8,992.0,0,1975.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,975.0,2,6,2,133.0,3,4,5,1,583.0,2.0,5,2,5,1998.0,2097,0,3788.0,2,9750,75.0,2453,0,3.5,170,6,0,3,0,8,1108.0,253,1998.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1282.0,2,6,0,1351.0,0,4,2,2,804.0,3.0,5,2,5,2001.0,2633,0,6070.0,0,11400,68.0,2519,0,3.5,140,9,0,3,0,8,2633.0,314,2001.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,2,1026.0,2,4,2,1,936.0,3.0,5,0,5,2005.0,1958,0,3920.0,2,10625,85.0,2452,0,2.5,210,6,0,3,0,9,1026.0,154,2005.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,0.0,6,6,2,1571.0,2,4,2,1,722.0,3.0,5,0,5,2007.0,1571,0,3864.0,2,10991,89.0,2428,0,2.0,36,7,0,3,0,7,1571.0,100,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,2,384.0,5,6,2,384.0,3,4,3,0,160.0,1.0,5,3,1,1925.0,790,4,1718.0,3,6292,52.0,2385,0,1.0,141,5,0,3,0,4,768.0,0,1940.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,3,408.0,3,1,4,156.0,3,4,3,0,660.0,2.0,5,3,5,1977.0,1604,0,3248.0,3,10998,60.0,2386,0,2.0,68,4,0,3,0,6,984.0,0,1950.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,309.0,1,6,4,174.0,3,4,3,0,264.0,1.0,5,3,5,1973.0,987,4,1734.0,3,1953,21.0,2387,0,1.5,0,5,0,3,0,5,483.0,72,1973.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,2,384.0,3,4,3,0,400.0,2.0,5,0,5,2007.0,1394,2,2178.0,2,9735,73.0,2388,0,2.5,0,4,0,3,0,7,384.0,100,2006.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,203.0,5,6,4,661.0,3,4,3,0,200.0,1.0,1,3,5,1938.0,864,4,1928.0,3,8212,45.0,2389,0,2.0,0,2,0,3,0,5,864.0,0,1932.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,865.0,1,6,4,340.0,3,4,2,2,550.0,2.0,5,0,5,1970.0,2117,0,3872.0,3,12925,68.0,2390,0,2.5,42,5,0,3,0,7,1205.0,0,1970.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,1,596.0,3,4,3,0,576.0,2.0,5,3,5,1989.0,1762,0,2934.0,2,7200,60.0,2391,0,2.5,0,6,0,3,0,8,596.0,36,1935.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,3,0.0,6,6,4,816.0,3,4,3,0,576.0,2.0,5,3,5,2007.0,1416,0,2808.0,2,25339,68.0,2392,0,2.0,0,4,0,3,0,7,816.0,0,1962.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
